snapshot_date,split_id,protocol,seed,subject,partition,idx,label,label_raw,T,mean_contact,frames_allzero_ratio,frames_allone_ratio,active_ch_mean,active_ch_std
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,44,DETAILS,DETAILS,278,0.19050244,0.374101,0.000000,23.622302,24.434124
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,45,CHEVY,CHEVY,253,0.22281015,0.407115,0.000000,27.628458,26.348311
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,46,KNEE,KNEE,175,0.26506912,0.382857,0.000000,32.868571,29.766710
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,47,VENTILATION,VENTILATION,355,0.15595184,0.453521,0.000000,19.338028,23.111453
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,48,HIS,HIS,150,0.11580645,0.533333,0.000000,14.360000,20.418710
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,49,WRONG,WRONG,248,0.12952003,0.495968,0.000000,16.060484,20.263197
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,5,ANSWERED,ANSWERED,305,0.22070333,0.301639,0.000000,27.367213,24.695050
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,6,LOT,LOT,149,0.11479758,0.543624,0.000000,14.234899,20.461911
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,7,SEASONED,SEASONED,250,0.18767742,0.308000,0.000000,23.272000,21.803807
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,8,CAMERA,CAMERA,260,0.16969603,0.357692,0.000000,21.042308,21.108013
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,9,RICH,RICH,206,0.19229565,0.417476,0.000000,23.844660,26.324804
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,0,ELEVATOR,ELEVATOR,234,0.15949821,0.363248,0.000000,19.777778,19.729414
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1,TEMPERAMENT,TEMPERAMENT,324,0.19531561,0.228395,0.000000,24.219136,21.841421
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,10,JOB,JOB,163,0.15802494,0.472393,0.000000,19.595092,23.245196
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,100,OUR,OUR,166,0.08283133,0.668675,0.000000,10.271084,17.005811
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1000,CHALLENGED,CHALLENGED,342,0.23943596,0.292398,0.000000,29.690058,26.083489
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1001,RISK,RISK,182,0.14875044,0.472527,0.000000,18.445055,22.584512
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1002,CORRECT,CORRECT,248,0.22684703,0.294355,0.000000,28.129032,26.527213
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1003,ODD,ODD,157,0.14814054,0.592357,0.000000,18.369427,24.350489
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1004,PRIORITIES,PRIORITIES,408,0.14020003,0.519608,0.000000,17.384804,22.717931
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1005,LIGHT,LIGHT,246,0.17037110,0.467480,0.000000,21.126016,25.623691
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1006,DREAMS,DREAMS,246,0.16532258,0.386179,0.000000,20.500000,21.359629
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1007,RINGS,RINGS,215,0.14572393,0.465116,0.000000,18.069767,20.908211
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1008,APARTMENTS,APARTMENTS,375,0.20769892,0.309333,0.000000,25.754667,23.537739
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1009,UNIVERSALLY,UNIVERSALLY,374,0.16463257,0.427807,0.000000,20.414439,22.350798
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,101,TESTS,TESTS,193,0.23253385,0.295337,0.000000,28.834197,26.627413
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1010,EXTRA,EXTRA,229,0.17812368,0.427948,0.000000,22.087336,22.846961
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1011,WHILE,WHILE,265,0.14534388,0.415094,0.000000,18.022642,22.540518
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1012,EXTINCT,EXTINCT,272,0.22847486,0.349265,0.000000,28.330882,25.023975
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1013,READING,READING,309,0.16369141,0.524272,0.000000,20.297735,25.084750
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1014,SMALL,SMALL,220,0.08691349,0.513636,0.000000,10.777273,14.593910
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1015,ROADS,ROADS,223,0.12523506,0.560538,0.000000,15.529148,22.463679
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1016,MET,MET,156,0.15141646,0.519231,0.000000,18.775641,23.719400
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1017,BUSY,BUSY,181,0.13344324,0.519337,0.000000,16.546961,21.558458
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1018,HOURS,HOURS,230,0.14617812,0.486957,0.000000,18.126087,22.789905
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1019,DEPARTMENT,DEPARTMENT,304,0.26132746,0.279605,0.000000,32.404605,25.417645
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,102,EXCHANGE,EXCHANGE,310,0.24646202,0.277419,0.000000,30.561290,24.524664
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1020,ENTIRE,ENTIRE,273,0.16979794,0.509158,0.000000,21.054945,25.536312
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1021,TONIGHT,TONIGHT,254,0.19107188,0.409449,0.000000,23.692913,25.614806
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1022,ALMOST,ALMOST,230,0.12671809,0.513043,0.000000,15.713043,21.474865
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1023,MIGHT,MIGHT,195,0.15711332,0.492308,0.000000,19.482051,24.218100
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1024,VOTERS,VOTERS,226,0.15818584,0.451327,0.000000,19.615044,21.731213
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1025,ALLIGATOR,ALLIGATOR,310,0.14864724,0.448387,0.000000,18.432258,22.131140
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1026,UNTIL,UNTIL,206,0.15142499,0.514563,0.000000,18.776699,26.055926
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1027,TALKING,TALKING,238,0.17677555,0.361345,0.000000,21.920168,22.553716
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1028,FROM,FROM,203,0.05228031,0.532020,0.000000,6.482759,9.498429
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1029,BUT,BUT,141,0.17970716,0.539007,0.000000,22.283688,26.188711
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,103,TAXATION,TAXATION,334,0.18707746,0.353293,0.000000,23.197605,23.395260
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1030,BYPASS,BYPASS,206,0.18564046,0.276699,0.000000,23.019417,21.109967
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1031,CAPE,CAPE,163,0.20962794,0.472393,0.000000,25.993865,27.735052
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1032,OCEANS,OCEANS,281,0.20006314,0.380783,0.000000,24.807829,24.710971
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1033,LEATHER,LEATHER,261,0.19608207,0.348659,0.000000,24.314176,23.646684
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1034,WROTE,WROTE,220,0.17965543,0.404545,0.000000,22.277273,25.751971
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1035,FLAVORED,FLAVORED,281,0.14757204,0.419929,0.000000,18.298932,21.697934
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1036,WENT,WENT,195,0.23101737,0.405128,0.000000,28.646154,27.028436
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1037,POWDER,POWDER,226,0.21952612,0.287611,0.000000,27.221239,24.226160
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1038,FLYING,FLYING,254,0.09394844,0.582677,0.000000,11.649606,19.707488
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1039,JUDGES,JUDGES,224,0.26000864,0.316964,0.000000,32.241071,25.956951
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,104,PROVIDED,PROVIDED,287,0.15994155,0.449477,0.000000,19.832753,23.252737
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1040,ANNIVERSARY,ANNIVERSARY,395,0.22433646,0.346835,0.000000,27.817722,26.044600
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1041,FALLING,FALLING,246,0.10464201,0.479675,0.000000,12.975610,19.069178
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1042,LOOSE,LOOSE,189,0.13069636,0.560847,0.000000,16.206349,25.394762
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1043,AROUND,AROUND,251,0.14554684,0.482072,0.000000,18.047809,21.925392
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1044,OLD,OLD,184,0.08906031,0.684783,0.000000,11.043478,20.706759
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1045,NOR,NOR,163,0.07970513,0.638037,0.000000,9.883436,16.398935
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1046,ASK,ASK,150,0.17381720,0.493333,0.000000,21.553333,24.933655
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1047,SLIPPERY,SLIPPERY,311,0.18180168,0.395498,0.000000,22.543408,25.068983
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1048,GLANCE,GLANCE,212,0.23352861,0.349057,0.000000,28.957547,27.700097
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1049,ENOUGH,ENOUGH,241,0.23139473,0.336100,0.000000,28.692946,26.609772
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,105,SHORT,SHORT,246,0.18784422,0.410569,0.000000,23.292683,26.036944
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1050,SUGGESTS,SUGGESTS,270,0.27401434,0.274074,0.000000,33.977778,25.546897
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1051,TOUCHDOWN,TOUCHDOWN,331,0.22704902,0.344411,0.000000,28.154079,25.118399
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1052,CURVE,CURVE,204,0.22240670,0.475490,0.000000,27.578431,31.568145
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1053,ENCOURAGEMENT,ENCOURAGEMENT,388,0.23661457,0.301546,0.000000,29.340206,24.730667
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1054,EXCITED,EXCITED,226,0.24757351,0.362832,0.000000,30.699115,27.243375
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1055,GETTING,GETTING,216,0.23207885,0.398148,0.000000,28.777778,27.284113
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1056,BETTER,BETTER,223,0.23249675,0.426009,0.000000,28.829596,27.998200
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1057,PLAYED,PLAYED,235,0.15847632,0.395745,0.000000,19.651064,23.601243
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1058,BALANCE,BALANCE,261,0.20476455,0.348659,0.000000,25.390805,26.759475
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1059,CARES,CARES,250,0.14403226,0.572000,0.000000,17.860000,23.363570
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,106,FRONT,FRONT,256,0.13215096,0.480469,0.000000,16.386719,22.780090
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1060,STABILITY,STABILITY,301,0.16399636,0.468439,0.000000,20.335548,24.163281
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1061,LOOK,LOOK,171,0.07536314,0.660819,0.000000,9.345029,16.756712
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1062,SOMEONE,SOMEONE,254,0.14481204,0.480315,0.000000,17.956693,22.310843
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1063,JEWELS,JEWELS,247,0.18594097,0.376518,0.000000,23.056680,23.668870
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1064,RETURN,RETURN,247,0.18927126,0.465587,0.000000,23.469636,26.087638
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1065,INSULATION,INSULATION,352,0.14974340,0.471591,0.000000,18.568182,22.644257
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1066,RATIONALE,RATIONALE,304,0.13871498,0.398026,0.000000,17.200658,20.389848
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1067,HANDLED,HANDLED,275,0.22064516,0.349091,0.000000,27.360000,26.108818
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1068,WEEKENDS,WEEKENDS,309,0.23073912,0.336570,0.000000,28.611650,24.637002
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1069,INSPIRING,INSPIRING,308,0.19134897,0.392857,0.000000,23.727273,23.714693
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,107,PSYCHOLOGY,PSYCHOLOGY,350,0.18880184,0.362857,0.000000,23.411429,24.505670
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1070,POPULARITY,POPULARITY,367,0.14045882,0.493188,0.000000,17.416894,22.392901
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1071,LIVING,LIVING,213,0.12384522,0.553991,0.000000,15.356808,21.661814
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1072,MEN,MEN,153,0.12971748,0.503268,0.000000,16.084967,20.464842
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1073,PERIOD,PERIOD,228,0.11601585,0.570175,0.000000,14.385965,20.865488
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1074,WALK,WALK,202,0.14064995,0.415842,0.000000,17.440594,19.970496
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1075,NEITHER,NEITHER,262,0.18536075,0.454198,0.000000,22.984733,24.805498
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1076,PUBLIC,PUBLIC,232,0.16177697,0.478448,0.000000,20.060345,23.113770
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1077,WANTS,WANTS,210,0.14711982,0.390476,0.000000,18.242857,20.442791
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1078,SOME,SOME,177,0.10975943,0.564972,0.000000,13.610169,20.791418
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1079,RUNNING,RUNNING,222,0.16452339,0.418919,0.000000,20.400901,21.265516
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,108,TRAVELING,TRAVELING,320,0.20221774,0.359375,0.000000,25.075000,23.968612
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1080,BLAZING,BLAZING,245,0.17300856,0.440816,0.000000,21.453061,24.899038
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1081,PRIORITY,PRIORITY,296,0.12835113,0.503378,0.000000,15.915541,21.581155
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1082,FOREST,FOREST,222,0.16775647,0.427928,0.000000,20.801802,23.062321
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1083,EXPRESS,EXPRESS,228,0.23086446,0.342105,0.000000,28.627193,24.308264
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1084,THINKING,THINKING,263,0.22050166,0.330798,0.000000,27.342205,25.196807
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1085,GOVERNMENT,GOVERNMENT,325,0.19357320,0.338462,0.000000,24.003077,22.255924
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1086,ORDERED,ORDERED,258,0.21349087,0.492248,0.000000,26.472868,29.926675
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1087,HERE,HERE,183,0.18583642,0.437158,0.000000,23.043716,25.615446
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1088,PATIO,PATIO,200,0.12060484,0.535000,0.000000,14.955000,21.069954
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1089,VOTE,VOTE,166,0.17280412,0.463855,0.000000,21.427711,26.365895
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,109,MEANS,MEANS,255,0.17982290,0.313725,0.000000,22.298039,21.664406
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1090,OBJECTS,OBJECTS,215,0.20701425,0.390698,0.000000,25.669767,25.411182
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1091,WONDERFUL,WONDERFUL,363,0.19796943,0.377410,0.000000,24.548209,24.963550
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1092,CARE,CARE,172,0.17826332,0.436047,0.000000,22.104651,23.435726
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1093,WAVES,WAVES,198,0.22079668,0.323232,0.000000,27.378788,23.849125
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1094,CHAMBER,CHAMBER,232,0.19128893,0.362069,0.000000,23.719828,23.229068
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1095,PHRASES,PHRASES,259,0.20042969,0.239382,0.000000,24.853282,22.651329
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1096,PUT,PUT,134,0.20504333,0.440299,0.000000,25.425373,26.146367
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1097,CHILD,CHILD,216,0.18567055,0.416667,0.000000,23.023148,26.678199
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1098,FRIENDLY,FRIENDLY,307,0.12926868,0.530945,0.000000,16.029316,23.002530
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1099,LOTTERY,LOTTERY,267,0.14129516,0.543071,0.000000,17.520599,23.829972
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,11,AFTER,AFTER,199,0.16043929,0.422111,0.000000,19.894472,22.051879
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,110,MADE,MADE,183,0.17746342,0.431694,0.000000,22.005464,24.943761
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1100,SHOPPING,SHOPPING,256,0.19537550,0.343750,0.000000,24.226562,25.097844
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1101,IDIOT,IDIOT,212,0.14748174,0.481132,0.000000,18.287736,24.154714
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1102,BAD,BAD,159,0.17904240,0.515723,0.000000,22.201258,25.411031
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1103,BIRTHDAY,BIRTHDAY,346,0.22911617,0.352601,0.000000,28.410405,27.558331
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1104,LONG,LONG,166,0.09351924,0.668675,0.000000,11.596386,20.235654
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1105,DATE,DATE,159,0.22966119,0.421384,0.000000,28.477987,28.027578
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1106,CAKE,CAKE,167,0.22063937,0.401198,0.000000,27.359281,26.097060
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1107,MARY,MARY,183,0.09117751,0.327869,0.000000,11.306011,14.780888
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1108,PENALTY,PENALTY,253,0.16218284,0.379447,0.000000,20.110672,21.584186
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1109,RUN,RUN,169,0.12726665,0.609467,0.000000,15.781065,22.541599
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,111,ADDITION,ADDITION,271,0.17768718,0.457565,0.000000,22.033210,26.394446
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1110,EVERYBODY,EVERYBODY,287,0.20113521,0.379791,0.000000,24.940767,25.062847
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1111,MAXIMUM,MAXIMUM,268,0.07420558,0.399254,0.000000,9.201493,14.028638
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1112,FOG,FOG,138,0.09116410,0.630435,0.000000,11.304348,19.626073
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1113,TREAT,TREAT,181,0.19889503,0.441989,0.000000,24.662983,25.390915
