dataset_id,view,idx,label,label_raw,T,mean_contact,frames_allzero_ratio,frames_allone_ratio,active_ch_mean,active_ch_std
john_2328,excluded,1120,FOR,for,178,0.04199891,0.719101,0.000000,5.207865,12.698162
john_2328,excluded,1121,GUN,gun,185,0.13526591,0.589189,0.000000,16.772973,27.690223
john_2328,excluded,1122,THINK,think,222,0.18777245,0.436937,0.000000,23.283784,30.335595
john_2328,excluded,1123,JEWELS,jewels,248,0.16320890,0.455645,0.000000,20.237903,22.522298
john_2328,excluded,1124,HOLE,hole,188,0.09595916,0.601064,0.000000,11.898936,18.143500
john_2328,excluded,1125,BAD,bad,181,0.14756728,0.502762,0.000000,18.298343,24.195553
john_2328,excluded,1126,ORGANIZATION,organization,377,0.12704287,0.466844,0.000000,15.753316,21.945318
john_2328,excluded,1127,HER,her,178,0.11059261,0.561798,0.000000,13.713483,20.960421
john_2328,excluded,1128,DEPOT,depot,220,0.23130499,0.450000,0.000000,28.681818,32.100250
john_2328,excluded,1129,PLAYERS,players,259,0.12731972,0.521236,0.000000,15.787645,24.437875
john_2328,excluded,113,QUESTIONS,questions,403,0.12877211,0.389578,0.000000,15.967742,18.408420
john_2328,excluded,1130,OIL,oil,155,0.01873049,0.870968,0.000000,2.322581,6.839105
john_2328,excluded,1131,COMPLICATED,complicated,367,0.18409950,0.427793,0.000000,22.828338,26.265371
john_2328,excluded,1132,FREE,free,197,0.09505486,0.573604,0.000000,11.786802,20.089021
john_2328,excluded,1133,DOUBLE,double,245,0.11731402,0.546939,0.000000,14.546939,21.400812
john_2328,excluded,1134,FOOTBALL,football,292,0.12408860,0.568493,0.000000,15.386986,22.641584
john_2328,excluded,1135,BURIED,buried,247,0.19554003,0.408907,0.000000,24.246964,29.607413
john_2328,excluded,1136,STYLE,style,213,0.10764047,0.516432,0.000000,13.347418,18.606916
john_2328,excluded,1137,LOOK,look,186,0.02818245,0.774194,0.000000,3.494624,9.519221
john_2328,excluded,1138,SHOPPING,shopping,287,0.13434304,0.442509,0.000000,16.658537,20.876486
john_2328,excluded,1139,SHOPPING,shopping,287,0.13434304,0.442509,0.000000,16.658537,20.876486
john_2328,excluded,114,TRAIN,train,257,0.10537216,0.416342,0.000000,13.066148,18.261596
john_2328,excluded,1140,GIVE,give,196,0.10574391,0.566327,0.000000,13.112245,18.958000
john_2328,excluded,1141,TIRE,tire,206,0.10511275,0.543689,0.000000,13.033981,21.946400
john_2328,excluded,1142,HOME,home,203,0.07540124,0.650246,0.000000,9.349754,15.766174
john_2328,excluded,1143,REALLY,really,256,0.04800907,0.621094,0.000000,5.953125,9.882797
john_2328,excluded,1144,ACCEPTANCE,acceptance,402,0.16311587,0.278607,0.000000,20.226368,20.416338
john_2328,excluded,1145,KNEES,knees,224,0.15128168,0.352679,0.000000,18.758929,19.698733
john_2328,excluded,1146,DETAILS,details,285,0.17289191,0.470175,0.000000,21.438596,26.064978
john_2328,excluded,1147,ASSAULT,assault,280,0.08009793,0.492857,0.000000,9.932143,16.423384
john_2328,excluded,1148,OBLIGATIONS,obligations,329,0.14422983,0.474164,0.000000,17.884498,25.014744
john_2328,excluded,1149,CAPE,cape,252,0.14858551,0.571429,0.000000,18.424603,23.364059
john_2328,excluded,115,DETECTOR,detector,401,0.14556351,0.471322,0.000000,18.049875,20.440230
john_2328,excluded,1150,THINKING,thinking,293,0.20863151,0.354949,0.000000,25.870307,26.628468
john_2328,excluded,1151,VISIT,visit,225,0.11870968,0.568889,0.000000,14.720000,23.743945
john_2328,excluded,1152,CAMPING,camping,257,0.13816368,0.365759,0.000000,17.132296,19.012744
john_2328,excluded,1153,SPEAK,speak,225,0.13637993,0.306667,0.000000,16.911111,20.791689
john_2328,excluded,1154,UNTIL,until,233,0.11899488,0.472103,0.000000,14.755365,22.256701
john_2328,excluded,1155,BANK,bank,205,0.14866247,0.424390,0.000000,18.434146,23.687844
john_2328,excluded,1156,TEN,ten,178,0.17275281,0.466292,0.000000,21.421348,26.031247
john_2328,excluded,1157,SOME,some,211,0.05721602,0.706161,0.000000,7.094787,16.430826
john_2328,excluded,1158,ASTONISHMENT,astonishment,395,0.19289506,0.222785,0.000000,23.918987,23.451183
john_2328,excluded,1159,MOTHER,mother,242,0.11163690,0.442149,0.000000,13.842975,20.799916
john_2328,excluded,116,WANT,want,300,0.08951613,0.536667,0.000000,11.100000,16.058124
john_2328,excluded,1160,FAVORITE,favorite,295,0.08031711,0.542373,0.000000,9.959322,19.391026
john_2328,excluded,1161,GOLDILOCKS,goldilocks,323,0.13025567,0.495356,0.000000,16.151703,23.576604
john_2328,excluded,1162,PREPARE,prepare,267,0.15083968,0.438202,0.000000,18.704120,23.137565
john_2328,excluded,1163,LAUGH,laugh,252,0.12471198,0.492063,0.000000,15.464286,19.745472
john_2328,excluded,1164,LIGHT,light,277,0.15255619,0.494585,0.000000,18.916968,23.267483
john_2328,excluded,1165,HAIR,hair,269,0.06529560,0.602230,0.000000,8.096654,15.079404
john_2328,excluded,1166,SUBTRACTION,subtraction,418,0.15245408,0.444976,0.000000,18.904306,22.978260
john_2328,excluded,1167,EVENING,evening,352,0.21833761,0.420455,0.000000,27.073864,29.524743
john_2328,excluded,1168,IMAGINATION,imagination,423,0.10361855,0.534279,0.000000,12.848700,20.419959
john_2328,excluded,1169,SEVEN,seven,271,0.11617665,0.564576,0.000000,14.405904,19.120838
john_2328,excluded,117,BATH,bath,286,0.10162418,0.597902,0.000000,12.601399,20.232612
john_2328,excluded,1170,CHAMBER,chamber,348,0.12022618,0.431034,0.000000,14.908046,18.913677
john_2328,excluded,1171,GOVERNMENT,government,423,0.15919317,0.328605,0.000000,19.739953,22.483269
john_2328,excluded,1172,RAIN,rain,259,0.05841325,0.683398,0.000000,7.243243,13.682229
john_2328,excluded,1173,HIM,him,233,0.05350962,0.708155,0.000000,6.635193,14.668876
john_2328,excluded,1174,DESTRUCTION,destruction,485,0.15586964,0.492784,0.000000,19.327835,24.816060
john_2328,excluded,1175,COURTS,courts,344,0.06784509,0.700581,0.000000,8.412791,17.335555
john_2328,excluded,1176,CARPET,carpet,289,0.13402724,0.422145,0.000000,16.619377,22.848844
john_2328,excluded,1177,WONDERFUL,wonderful,370,0.09683958,0.572973,0.000000,12.008108,19.742051
john_2328,excluded,1178,LOOKS,looks,264,0.01585411,0.840909,0.000000,1.965909,6.319970
john_2328,excluded,1179,CLOSED,closed,292,0.07343681,0.630137,0.000000,9.106164,19.207029
john_2328,excluded,118,AGREEMENT,agreement,399,0.16401892,0.358396,0.000000,20.338346,21.429568
john_2328,excluded,1180,BAKING,baking,281,0.15839169,0.370107,0.000000,19.640569,22.649008
john_2328,excluded,1181,DAUGHTERS,daughters,352,0.13725715,0.386364,0.000000,17.019886,20.223809
john_2328,excluded,1182,MAKES,makes,274,0.08585472,0.521898,0.000000,10.645985,14.637052
john_2328,excluded,1183,SUGGESTS,suggests,328,0.14466955,0.457317,0.000000,17.939024,21.116458
john_2328,excluded,1184,SEE,see,192,0.13734879,0.536458,0.000000,17.031250,22.122741
john_2328,excluded,1185,EXCITED,excited,325,0.22732010,0.236923,0.000000,28.187692,28.095855
john_2328,excluded,1186,HOLD,hold,264,0.07740714,0.693182,0.000000,9.598485,19.097580
john_2328,excluded,1187,VALID,valid,305,0.12485457,0.583607,0.000000,15.481967,23.492179
john_2328,excluded,1188,SOLD,sold,260,0.05719603,0.496154,0.000000,7.092308,14.021931
john_2328,excluded,1189,QUESTION,question,386,0.13433896,0.466321,0.000000,16.658031,20.837569
john_2328,excluded,119,SYSTEM,system,358,0.09307983,0.405028,0.000000,11.541899,18.783155
john_2328,excluded,1190,NERVOUS,nervous,315,0.10883257,0.600000,0.000000,13.495238,22.629994
john_2328,excluded,1191,INCREASED,increased,350,0.14447005,0.508571,0.000000,17.914286,24.106871
john_2328,excluded,1192,FLASHING,flashing,374,0.08375022,0.558824,0.000000,10.385027,17.791315
john_2328,excluded,1193,SHOULD,should,361,0.14974086,0.421053,0.000000,18.567867,22.694441
john_2328,excluded,1194,EMPLOYEE,employee,339,0.18526977,0.469027,0.000000,22.973451,28.216962
john_2328,excluded,1195,COMING,coming,323,0.06206931,0.687307,0.000000,7.696594,15.626272
john_2328,excluded,1196,ENTER,enter,296,0.17000872,0.476351,0.000000,21.081081,26.097016
john_2328,excluded,1197,DOORS,doors,340,0.04136622,0.829412,0.000000,5.129412,14.147366
john_2328,excluded,1198,LONGER,longer,324,0.12467642,0.574074,0.000000,15.459877,24.530435
john_2328,excluded,1199,HIGHWAY,highway,365,0.12048166,0.553425,0.000000,14.939726,21.606739
john_2328,excluded,12,EACH,each,236,0.11034035,0.300847,0.000000,13.682203,18.457827
john_2328,excluded,120,VALID,valid,336,0.08112519,0.642857,0.000000,10.059524,17.445733
john_2328,excluded,1200,OVER,over,244,0.12278556,0.610656,0.000000,15.225410,22.136740
john_2328,excluded,1201,MACHINE,machine,315,0.12562724,0.434921,0.000000,15.577778,20.604426
john_2328,excluded,1202,PLAYED,played,337,0.10526946,0.495549,0.000000,13.053412,20.381891
john_2328,excluded,1203,EMPIRE,empire,285,0.11791171,0.508772,0.000000,14.621053,20.013949
john_2328,excluded,1204,DESERVES,deserves,346,0.13178258,0.494220,0.000000,16.341040,20.285374
john_2328,excluded,1205,PRESIDENTIAL,presidential,432,0.16129032,0.347222,0.000000,20.000000,23.137772
john_2328,excluded,1206,EXPENSES,expenses,366,0.20844350,0.377049,0.000000,25.846995,24.161424
john_2328,excluded,1207,BEEN,been,224,0.16751872,0.486607,0.000000,20.772321,24.532903
john_2328,excluded,1208,AWAY,away,251,0.06445187,0.613546,0.000000,7.992032,14.164371
john_2328,excluded,1209,CHILDREN,children,369,0.15281056,0.455285,0.000000,18.948509,23.936457
john_2328,excluded,121,LEAVE,leave,310,0.10587929,0.529032,0.000000,13.129032,18.835008
john_2328,excluded,1210,SAFE,safe,259,0.05424088,0.671815,0.000000,6.725869,13.472342
john_2328,excluded,1211,PROVIDED,provided,383,0.15084646,0.451697,0.000000,18.704961,24.338435
john_2328,excluded,1212,SPACE,space,297,0.12631693,0.531987,0.000000,15.663300,19.046137
john_2328,excluded,1213,SAYS,says,254,0.03457582,0.661417,0.000000,4.287402,10.812653
john_2328,excluded,1214,PROPRIETOR,proprietor,382,0.14651241,0.413613,0.000000,18.167539,25.043171
john_2328,excluded,1215,US,us,188,0.06739019,0.771277,0.000000,8.356383,21.422935
john_2328,excluded,1216,TESTS,tests,275,0.15117302,0.585455,0.000000,18.745455,27.020812
john_2328,excluded,1217,SERVICES,services,314,0.12248305,0.442675,0.000000,15.187898,18.123419
john_2328,excluded,1218,EVERYWHERE,everywhere,414,0.25857098,0.297101,0.000000,32.062802,28.732330
john_2328,excluded,1219,ATE,ate,221,0.16402715,0.479638,0.000000,20.339367,26.769297
john_2328,excluded,122,BEES,bees,277,0.12425760,0.559567,0.000000,15.407942,21.652399
john_2328,excluded,1220,TASTE,taste,252,0.19908474,0.428571,0.000000,24.686508,26.548117
john_2328,excluded,1221,WINNER,winner,285,0.09142615,0.585965,0.000000,11.336842,20.516802
john_2328,excluded,1222,BEHIND,behind,327,0.14387886,0.501529,0.000000,17.840979,22.358610
john_2328,excluded,1223,OLYMPIC,olympic,289,0.10193660,0.435986,0.000000,12.640138,17.114774
john_2328,excluded,1224,STAY,stay,224,0.09501008,0.531250,0.000000,11.781250,17.293202
john_2328,excluded,1225,DESIRED,desired,288,0.16607863,0.423611,0.000000,20.593750,26.527598
john_2328,excluded,1226,COMMENT,comment,282,0.10741249,0.535461,0.000000,13.319149,18.666471
john_2328,excluded,1227,BORING,boring,325,0.11950372,0.544615,0.000000,14.818462,22.154026
john_2328,excluded,1228,TENNIS,tennis,281,0.11456779,0.562278,0.000000,14.206406,21.524134
john_2328,excluded,1229,WOMEN,women,234,0.06927213,0.679487,0.000000,8.589744,16.030235
john_2328,excluded,123,A,a,173,0.02741003,0.867052,0.000000,3.398844,10.235233
john_2328,excluded,1230,TICKETS,tickets,311,0.15096982,0.511254,0.000000,18.720257,24.022810
john_2328,excluded,1231,SPEED,speed,231,0.20353303,0.415584,0.000000,25.238095,25.640024
john_2328,excluded,1232,FINER,finer,239,0.07808071,0.589958,0.000000,9.682008,16.259639
john_2328,excluded,1233,TOOK,took,237,0.06278073,0.742616,0.000000,7.784810,19.846672
john_2328,excluded,1234,LEARNING,learning,304,0.12892615,0.375000,0.000000,15.986842,21.664453
john_2328,excluded,1235,GAME,game,221,0.12282878,0.466063,0.000000,15.230769,21.829163
john_2328,excluded,1236,FIRST,first,278,0.03173590,0.723022,0.000000,3.935252,7.933817
john_2328,excluded,1237,DELIVERY,delivery,321,0.14533715,0.542056,0.000000,18.021807,25.336910
john_2328,excluded,1238,TEAM,team,218,0.12211453,0.573394,0.000000,15.142202,22.601716
john_2328,excluded,1239,SHOUTING,shouting,345,0.12129500,0.443478,0.000000,15.040580,19.465572
john_2328,excluded,124,BENIGN,benign,363,0.12258953,0.548209,0.000000,15.201102,21.721396
john_2328,excluded,1240,CURVE,curve,286,0.16766298,0.493007,0.000000,20.790210,24.439265
john_2328,excluded,1241,DINOSAURS,dinosaurs,400,0.09479839,0.587500,0.000000,11.755000,20.118647
john_2328,excluded,1242,EXAMPLE,example,307,0.12845434,0.459283,0.000000,15.928339,20.940775
john_2328,excluded,1243,EDUCATION,education,392,0.13759052,0.479592,0.000000,17.061224,20.741886
john_2328,excluded,1244,PEN,pen,231,0.10703812,0.619048,0.000000,13.272727,19.675046
john_2328,excluded,1245,REDRESS,redress,322,0.12788018,0.540373,0.000000,15.857143,22.317405
john_2328,excluded,1246,SHARP,sharp,285,0.11086587,0.526316,0.000000,13.747368,19.867615
john_2328,excluded,1247,PLAYING,playing,319,0.07786429,0.557994,0.000000,9.655172,15.053100
john_2328,excluded,1248,THOUSAND,thousand,375,0.13677419,0.429333,0.000000,16.960000,23.876929
john_2328,excluded,1249,SEASONS,seasons,271,0.04600643,0.682657,0.000000,5.704797,10.885920
john_2328,excluded,125,RENT,rent,293,0.08631509,0.634812,0.000000,10.703072,17.320032
john_2328,excluded,1250,SWORD,sword,318,0.06941063,0.581761,0.000000,8.606918,14.863093
john_2328,excluded,1251,MIDNIGHT,midnight,403,0.12434964,0.394541,0.000000,15.419355,20.069614
