snapshot_date,split_id,protocol,seed,subject,partition,n_samples,n_unique_labels,T_min,T_median,T_mean,T_max,total_frames,overall_mean_contact,all_zero_samples,all_one_samples,dead_channels,label_occurrence_hist_json,smartpalate_mapped_channels,smartpalate_missing_channels_n,smartpalate_duplicate_channels_n
2026-02-24,P1_subj2_seed0,P1,0,subj2,test,100,50,106,178.000,190.620000,346,19062,0.18582317,0,0,15,"{""2"": 50}",120,4,5
2026-02-24,P1_subj2_seed0,P1,0,subj2,train,2128,1064,100,197.000,209.218985,454,445218,0.20382030,0,0,9,"{""2"": 1064}",120,4,5
2026-02-24,P1_subj2_seed1,P1,1,subj2,competition,100,50,122,198.500,210.810000,367,21081,0.20973633,0,0,15,"{""2"": 50}",120,4,5
2026-02-24,P1_subj2_seed1,P1,1,subj2,test,100,50,105,196.500,211.240000,440,21124,0.19965137,0,0,16,"{""2"": 50}",120,4,5
2026-02-24,P1_subj2_seed1,P1,1,subj2,train,2128,1064,100,196.000,207.885808,454,442381,0.20269442,0,0,9,"{""2"": 1064}",120,4,5
2026-02-24,P1_subj2_seed2,P1,2,subj2,competition,100,50,127,191.500,209.000000,379,20900,0.19350903,0,0,15,"{""2"": 50}",120,4,5
2026-02-24,P1_subj2_seed2,P1,2,subj2,test,100,50,124,210.500,214.800000,416,21480,0.19636721,0,0,13,"{""2"": 50}",120,4,5
2026-02-24,P1_subj2_seed2,P1,2,subj2,train,2128,1064,100,196.000,207.803571,454,442206,0.20362623,0,0,10,"{""2"": 1064}",120,4,5
2026-02-24,P1_subj2_seed3,P1,3,subj2,competition,100,50,117,191.500,206.540000,375,20654,0.20891095,0,0,13,"{""2"": 50}",120,4,5
2026-02-24,P1_subj2_seed3,P1,3,subj2,test,100,50,112,220.500,220.380000,454,22038,0.21115434,0,0,15,"{""2"": 50}",120,4,5
2026-02-24,P1_subj2_seed3,P1,3,subj2,train,2128,1064,100,195.000,207.656955,440,441894,0.20217243,0,0,9,"{""2"": 1064}",120,4,5
2026-02-24,P1_subj3_seed0,P1,0,subj3,competition,111,50,103,272.000,278.756757,449,30942,0.12558851,0,0,0,"{""1"": 1, ""2"": 38, ""3"": 10, ""4"": 1}",120,4,5
2026-02-24,P1_subj3_seed0,P1,0,subj3,test,125,50,155,295.000,299.776000,532,37472,0.12127507,0,0,0,"{""2"": 31, ""3"": 13, ""4"": 6}",120,4,5
2026-02-24,P1_subj3_seed0,P1,0,subj3,train,2557,1064,88,283.000,290.020336,534,741582,0.12200906,0,0,0,"{""1"": 2, ""2"": 729, ""3"": 250, ""4"": 69, ""5"": 13, ""6"": 1}",120,4,5
2026-02-24,P1_subj3_seed1,P1,1,subj3,competition,115,50,175,281.000,288.939130,470,33228,0.11953580,0,0,0,"{""2"": 37, ""3"": 11, ""4"": 2}",120,4,5
2026-02-24,P1_subj3_seed1,P1,1,subj3,test,117,50,94,282.000,286.538462,511,33525,0.12622742,0,0,0,"{""2"": 38, ""3"": 9, ""4"": 1, ""5"": 2}",120,4,5
2026-02-24,P1_subj3_seed1,P1,1,subj3,train,2561,1064,88,283.000,290.215931,534,743243,0.12204137,0,0,0,"{""1"": 3, ""2"": 723, ""3"": 253, ""4"": 73, ""5"": 11, ""6"": 1}",120,4,5
2026-02-24,P1_subj3_seed2,P1,2,subj3,competition,121,50,96,262.000,275.603306,443,33348,0.11996947,0,0,0,"{""2"": 33, ""3"": 13, ""4"": 4}",120,4,5
2026-02-24,P1_subj3_seed2,P1,2,subj3,test,114,50,165,280.500,281.438596,438,32084,0.11850822,0,0,0,"{""2"": 40, ""3"": 6, ""4"": 4}",120,4,5
2026-02-24,P1_subj3_seed2,P1,2,subj3,train,2558,1064,88,284.000,291.072713,534,744564,0.12236308,0,0,0,"{""1"": 3, ""2"": 725, ""3"": 254, ""4"": 68, ""5"": 13, ""6"": 1}",120,4,5
2026-02-24,P1_subj3_seed3,P1,3,subj3,competition,126,50,95,289.000,294.015873,502,37046,0.13101606,0,0,0,"{""2"": 30, ""3"": 17, ""4"": 1, ""5"": 1, ""6"": 1}",120,4,5
2026-02-24,P1_subj3_seed3,P1,3,subj3,test,126,50,156,280.500,291.277778,463,36701,0.12415611,0,0,0,"{""2"": 30, ""3"": 15, ""4"": 4, ""5"": 1}",120,4,5
2026-02-24,P1_subj3_seed3,P1,3,subj3,train,2541,1064,88,283.000,289.747737,534,736249,0.12156190,0,0,0,"{""1"": 3, ""2"": 738, ""3"": 241, ""4"": 71, ""5"": 11}",120,4,5
2026-02-24,P1_subj4_seed0,P1,0,subj4,competition,50,50,95,233.500,254.740000,510,12737,0.19531173,0,0,2,"{""1"": 50}",120,4,5
2026-02-24,P1_subj4_seed0,P1,0,subj4,test,51,50,95,209.000,245.666667,486,12529,0.18793689,0,0,2,"{""1"": 49, ""2"": 1}",120,4,5
2026-02-24,P1_subj4_seed0,P1,0,subj4,train,1066,1062,87,229.000,246.287054,600,262542,0.18489994,0,0,0,"{""1"": 1058, ""2"": 4}",120,4,5
2026-02-24,P1_subj4_seed1,P1,1,subj4,competition,51,50,92,258.000,265.490196,539,13540,0.17913530,0,0,1,"{""1"": 49, ""2"": 1}",120,4,5
2026-02-24,P1_subj4_seed1,P1,1,subj4,test,50,50,95,223.500,237.140000,511,11857,0.18352096,0,0,1,"{""1"": 50}",120,4,5
2026-02-24,P1_subj4_seed1,P1,1,subj4,train,1066,1062,87,228.000,246.164165,600,262411,0.18591007,0,0,0,"{""1"": 1058, ""2"": 4}",120,4,5
2026-02-24,P1_subj4_seed2,P1,2,subj4,competition,51,50,96,243.000,253.529412,423,12930,0.18198800,0,0,2,"{""1"": 49, ""2"": 1}",120,4,5
2026-02-24,P1_subj4_seed2,P1,2,subj4,test,50,50,92,229.000,242.020000,443,12101,0.16648384,0,0,1,"{""1"": 50}",120,4,5
2026-02-24,P1_subj4_seed2,P1,2,subj4,train,1066,1062,87,228.000,246.507505,600,262777,0.18654076,0,0,0,"{""1"": 1058, ""2"": 4}",120,4,5
2026-02-24,P1_subj4_seed3,P1,3,subj4,competition,50,50,92,245.000,252.560000,511,12628,0.20013322,0,0,2,"{""1"": 50}",120,4,5
2026-02-24,P1_subj4_seed3,P1,3,subj4,test,50,50,89,231.500,250.000000,539,12500,0.17619290,0,0,1,"{""1"": 50}",120,4,5
2026-02-24,P1_subj4_seed3,P1,3,subj4,train,1067,1062,87,227.000,246.185567,600,262680,0.18523166,0,0,0,"{""1"": 1057, ""2"": 5}",120,4,5
2026-02-24,P2_subj1_seed0,P2,0,subj1,competition,50,50,149,235.500,240.540000,437,12027,0.18841075,0,0,4,"{""1"": 50}",120,4,5
2026-02-24,P2_subj1_seed0,P2,0,subj1,test,1164,1164,124,234.000,245.124570,501,285325,0.18753473,0,0,3,"{""1"": 1164}",120,4,5
2026-02-24,P2_subj1_seed0,P2,0,subj1,train,1114,1114,113,235.000,245.420108,448,273398,0.18753863,0,0,3,"{""1"": 1114}",120,4,5
2026-02-24,P2_subj1_seed1,P2,1,subj1,competition,50,50,146,217.000,229.840000,394,11492,0.19016595,0,0,4,"{""1"": 50}",120,4,5
2026-02-24,P2_subj1_seed1,P2,1,subj1,test,1164,1164,124,235.000,245.570447,501,285844,0.18692643,0,0,3,"{""1"": 1164}",120,4,5
2026-02-24,P2_subj1_seed1,P2,1,subj1,train,1114,1114,113,234.500,245.434470,440,273414,0.18810252,0,0,3,"{""1"": 1114}",120,4,5
2026-02-24,P2_subj1_seed2,P2,2,subj1,competition,50,50,138,241.500,248.300000,445,12415,0.19131319,0,0,3,"{""1"": 50}",120,4,5
2026-02-24,P2_subj1_seed2,P2,2,subj1,test,1164,1164,113,234.000,245.030928,461,285216,0.18740010,0,0,3,"{""1"": 1164}",120,4,5
2026-02-24,P2_subj1_seed2,P2,2,subj1,train,1114,1114,124,235.000,245.169659,501,273119,0.18754604,0,0,3,"{""1"": 1114}",120,4,5
2026-02-24,P2_subj1_seed3,P2,3,subj1,competition,50,50,140,222.000,234.800000,405,11740,0.18923518,0,0,3,"{""1"": 50}",120,4,5
2026-02-24,P2_subj1_seed3,P2,3,subj1,test,1164,1164,113,235.000,245.815292,461,286129,0.18758810,0,0,3,"{""1"": 1164}",120,4,5
2026-02-24,P2_subj1_seed3,P2,3,subj1,train,1114,1114,124,235.000,244.956014,501,272881,0.18744813,0,0,3,"{""1"": 1114}",120,4,5
2026-02-24,P2_subj2_seed0,P2,0,subj2,competition,50,50,127,190.500,201.420000,385,10071,0.20559591,0,0,16,"{""1"": 50}",120,4,5
2026-02-24,P2_subj2_seed0,P2,0,subj2,test,1164,1164,100,195.000,207.857388,454,241946,0.20312117,0,0,11,"{""1"": 1164}",120,4,5
2026-02-24,P2_subj2_seed0,P2,0,subj2,train,1114,1114,103,198.000,208.769300,413,232569,0.20248673,0,0,9,"{""1"": 1114}",120,4,5
2026-02-24,P2_subj2_seed1,P2,1,subj2,competition,50,50,106,188.000,191.400000,318,9570,0.20464826,0,0,16,"{""1"": 50}",120,4,5
2026-02-24,P2_subj2_seed1,P2,1,subj2,test,1164,1164,105,196.000,208.816151,454,243062,0.20231732,0,0,12,"{""1"": 1164}",120,4,5
2026-02-24,P2_subj2_seed1,P2,1,subj2,train,1114,1114,100,197.000,208.217235,413,231954,0.20337184,0,0,9,"{""1"": 1114}",120,4,5
2026-02-24,P2_subj2_seed2,P2,2,subj2,competition,50,50,106,208.000,213.580000,404,10679,0.20704261,0,0,16,"{""1"": 50}",120,4,5
2026-02-24,P2_subj2_seed2,P2,2,subj2,test,1164,1164,100,196.000,207.938144,454,242040,0.20240876,0,0,10,"{""1"": 1164}",120,4,5
2026-02-24,P2_subj2_seed2,P2,2,subj2,train,1114,1114,106,196.000,208.139138,416,231867,0.20315536,0,0,11,"{""1"": 1114}",120,4,5
2026-02-24,P2_subj2_seed3,P2,3,subj2,competition,50,50,116,175.500,193.740000,354,9687,0.20514441,0,0,16,"{""1"": 50}",120,4,5
2026-02-24,P2_subj2_seed3,P2,3,subj2,test,1164,1164,100,195.500,208.403780,454,242582,0.20319085,0,0,11,"{""1"": 1164}",120,4,5
2026-02-24,P2_subj2_seed3,P2,3,subj2,train,1114,1114,105,197.500,208.543088,440,232317,0.20243620,0,0,9,"{""1"": 1114}",120,4,5
2026-02-24,P2_subj3_seed0,P2,0,subj3,competition,50,50,184,296.000,295.060000,410,14753,0.12444325,0,0,1,"{""1"": 50}",120,4,5
2026-02-24,P2_subj3_seed0,P2,0,subj3,test,1161,1161,88,282.000,289.114556,534,335662,0.12368543,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P2_subj3_seed0,P2,0,subj3,train,1111,1111,90,284.000,291.120612,532,323435,0.12139374,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P2_subj3_seed1,P2,1,subj3,competition,50,50,94,284.500,292.160000,446,14608,0.12647124,0,0,0,"{""1"": 50}",120,4,5
2026-02-24,P2_subj3_seed1,P2,1,subj3,test,1161,1161,88,283.000,288.403962,524,334837,0.12276862,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P2_subj3_seed1,P2,1,subj3,train,1111,1111,95,284.000,291.569757,534,323934,0.12239966,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P2_subj3_seed2,P2,2,subj3,competition,50,50,96,283.000,286.700000,432,14335,0.11587756,0,0,0,"{""1"": 50}",120,4,5
2026-02-24,P2_subj3_seed2,P2,2,subj3,test,1161,1161,88,282.000,289.658053,534,336293,0.12295497,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P2_subj3_seed2,P2,2,subj3,train,1111,1111,94,284.000,290.784878,532,323062,0.12193128,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P2_subj3_seed3,P2,3,subj3,competition,50,50,170,277.000,283.800000,427,14190,0.12150879,0,0,1,"{""1"": 50}",120,4,5
2026-02-24,P2_subj3_seed3,P2,3,subj3,test,1161,1161,95,283.000,291.258398,534,338151,0.12213440,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P2_subj3_seed3,P2,3,subj3,train,1111,1111,88,283.000,289.490549,524,321624,0.12219295,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj1to2_seed0,P3,0,subj1to2,competition,50,50,149,237.500,244.080000,440,12204,0.19048157,0,0,3,"{""1"": 50}",120,4,5
2026-02-24,P3_subj1to2_seed0,P3,0,subj1to2,test,1164,1164,103,196.500,208.030069,454,242147,0.20275560,0,0,10,"{""1"": 1164}",120,4,5
2026-02-24,P3_subj1to2_seed0,P3,0,subj1to2,train,1114,1114,113,235.000,245.299820,448,273264,0.18703407,0,0,3,"{""1"": 1114}",120,4,5
2026-02-24,P3_subj1to2_seed1,P3,1,subj1to2,competition,50,50,142,243.500,248.160000,428,12408,0.18997564,0,0,3,"{""1"": 50}",120,4,5
2026-02-24,P3_subj1to2_seed1,P3,1,subj1to2,test,1164,1164,103,195.000,208.262887,440,242418,0.20275839,0,0,10,"{""1"": 1164}",120,4,5
2026-02-24,P3_subj1to2_seed1,P3,1,subj1to2,train,1114,1114,124,234.000,244.228905,461,272071,0.18766873,0,0,3,"{""1"": 1114}",120,4,5
2026-02-24,P3_subj1to2_seed2,P3,2,subj1to2,competition,50,50,140,215.000,228.260000,382,11413,0.18188653,0,0,5,"{""1"": 50}",120,4,5
2026-02-24,P3_subj1to2_seed2,P3,2,subj1to2,test,1164,1164,103,196.500,208.326460,454,242492,0.20236561,0,0,10,"{""1"": 1164}",120,4,5
2026-02-24,P3_subj1to2_seed2,P3,2,subj1to2,train,1114,1114,124,235.000,245.920108,461,273955,0.18785629,0,0,3,"{""1"": 1114}",120,4,5
2026-02-24,P3_subj1to2_seed3,P3,3,subj1to2,competition,50,50,175,251.000,259.920000,395,12996,0.19320709,0,0,4,"{""1"": 50}",120,4,5
2026-02-24,P3_subj1to2_seed3,P3,3,subj1to2,test,1164,1164,100,196.000,208.804983,440,243049,0.20274805,0,0,10,"{""1"": 1164}",120,4,5
2026-02-24,P3_subj1to2_seed3,P3,3,subj1to2,train,1114,1114,113,234.000,244.341113,501,272196,0.18687604,0,0,3,"{""1"": 1114}",120,4,5
2026-02-24,P3_subj2to1_seed0,P3,0,subj2to1,competition,50,50,128,201.500,206.160000,379,10308,0.20270742,0,0,15,"{""1"": 50}",120,4,5
2026-02-24,P3_subj2to1_seed0,P3,0,subj2to1,test,1164,1164,113,235.000,244.515464,461,284616,0.18726842,0,0,3,"{""1"": 1164}",120,4,5
2026-02-24,P3_subj2to1_seed0,P3,0,subj2to1,train,1114,1114,106,196.000,208.189408,440,231923,0.20244918,0,0,10,"{""1"": 1114}",120,4,5
2026-02-24,P3_subj2to1_seed1,P3,1,subj2to1,competition,50,50,117,197.500,210.840000,385,10542,0.21426659,0,0,16,"{""1"": 50}",120,4,5
2026-02-24,P3_subj2to1_seed1,P3,1,subj2to1,test,1164,1164,113,235.000,245.442440,501,285695,0.18758754,0,0,3,"{""1"": 1164}",120,4,5
2026-02-24,P3_subj2to1_seed1,P3,1,subj2to1,train,1114,1114,100,197.000,208.323160,454,232072,0.20185970,0,0,9,"{""1"": 1114}",120,4,5
2026-02-24,P3_subj2to1_seed2,P3,2,subj2to1,competition,50,50,129,176.500,194.920000,367,9746,0.20516275,0,0,16,"{""1"": 50}",120,4,5
2026-02-24,P3_subj2to1_seed2,P3,2,subj2to1,test,1164,1164,124,233.000,245.573024,501,285847,0.18754989,0,0,3,"{""1"": 1164}",120,4,5
2026-02-24,P3_subj2to1_seed2,P3,2,subj2to1,train,1114,1114,106,196.000,208.894075,454,232708,0.20248670,0,0,9,"{""1"": 1114}",120,4,5
2026-02-24,P3_subj2to1_seed3,P3,3,subj2to1,competition,50,50,137,213.500,220.800000,388,11040,0.20744653,0,0,13,"{""1"": 50}",120,4,5
2026-02-24,P3_subj2to1_seed3,P3,3,subj2to1,test,1164,1164,113,234.000,245.149485,501,285354,0.18787923,0,0,3,"{""1"": 1164}",120,4,5
2026-02-24,P3_subj2to1_seed3,P3,3,subj2to1,train,1114,1114,103,194.000,207.481149,454,231134,0.20346499,0,0,12,"{""1"": 1114}",120,4,5
2026-02-24,P3_subj1to3_seed0,P3,0,subj1to3,competition,50,50,158,239.500,249.920000,445,12496,0.19233510,0,0,5,"{""1"": 50}",120,4,5
2026-02-24,P3_subj1to3_seed0,P3,0,subj1to3,test,1161,1161,88,284.000,290.328165,534,337071,0.12200320,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj1to3_seed0,P3,0,subj1to3,train,1111,1111,113,235.000,246.186319,501,273513,0.18701986,0,0,3,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj1to3_seed1,P3,1,subj1to3,competition,50,50,146,232.500,239.220000,385,11961,0.18791583,0,0,3,"{""1"": 50}",120,4,5
2026-02-24,P3_subj1to3_seed1,P3,1,subj1to3,test,1161,1161,94,284.000,290.110250,534,336818,0.12222301,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj1to3_seed1,P3,1,subj1to3,train,1111,1111,124,235.000,245.957696,501,273259,0.18773578,0,0,3,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj1to3_seed2,P3,2,subj1to3,competition,50,50,148,251.000,254.520000,397,12726,0.18776837,0,0,4,"{""1"": 50}",120,4,5
2026-02-24,P3_subj1to3_seed2,P3,2,subj1to3,test,1161,1161,90,282.000,289.267011,534,335839,0.12198023,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj1to3_seed2,P3,2,subj1to3,train,1111,1111,113,235.000,244.979298,448,272172,0.18732927,0,0,3,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj1to3_seed3,P3,3,subj1to3,competition,50,50,159,223.000,238.080000,445,11904,0.18431660,0,0,5,"{""1"": 50}",120,4,5
2026-02-24,P3_subj1to3_seed3,P3,3,subj1to3,test,1161,1161,88,284.000,290.307494,534,337047,0.12256054,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj1to3_seed3,P3,3,subj1to3,train,1111,1111,124,235.000,245.260126,448,272484,0.18766595,0,0,3,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj3to1_seed0,P3,0,subj3to1,competition,50,50,174,273.500,282.100000,456,14105,0.11694720,0,0,3,"{""1"": 50}",120,4,5
2026-02-24,P3_subj3to1_seed0,P3,0,subj3to1,test,1161,1161,113,234.000,244.668389,501,284060,0.18770288,0,0,3,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj3to1_seed0,P3,0,subj3to1,train,1111,1111,90,283.000,289.981998,532,322170,0.12336965,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj3to1_seed1,P3,1,subj3to1,competition,50,50,192,294.500,293.840000,423,14692,0.12334615,0,0,0,"{""1"": 50}",120,4,5
2026-02-24,P3_subj3to1_seed1,P3,1,subj3to1,test,1161,1161,113,235.000,245.717485,501,285278,0.18768108,0,0,3,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj3to1_seed1,P3,1,subj3to1,train,1111,1111,88,282.000,289.853285,515,322027,0.12265812,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj3to1_seed2,P3,2,subj3to1,competition,50,50,162,293.500,294.520000,484,14726,0.12062328,0,0,0,"{""1"": 50}",120,4,5
2026-02-24,P3_subj3to1_seed2,P3,2,subj3to1,test,1161,1161,113,234.000,245.105082,501,284567,0.18714341,0,0,3,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj3to1_seed2,P3,2,subj3to1,train,1111,1111,88,283.000,290.517552,515,322765,0.12327637,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj3to1_seed3,P3,3,subj3to1,competition,50,50,178,277.500,284.420000,410,14221,0.12473602,0,0,1,"{""1"": 50}",120,4,5
2026-02-24,P3_subj3to1_seed3,P3,3,subj3to1,test,1161,1161,113,234.000,245.017227,501,284465,0.18761937,0,0,3,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj3to1_seed3,P3,3,subj3to1,train,1111,1111,90,282.000,290.294329,532,322517,0.12266405,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj2to3_seed0,P3,0,subj2to3,competition,50,50,138,180.000,207.080000,352,10354,0.21886508,0,0,16,"{""1"": 50}",120,4,5
2026-02-24,P3_subj2to3_seed0,P3,0,subj2to3,test,1161,1161,88,284.000,290.328165,534,337071,0.12200320,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj2to3_seed0,P3,0,subj2to3,train,1111,1111,105,198.000,208.353735,454,231481,0.20305404,0,0,9,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj2to3_seed1,P3,1,subj2to3,competition,50,50,114,204.000,206.440000,364,10322,0.20545765,0,0,14,"{""1"": 50}",120,4,5
2026-02-24,P3_subj2to3_seed1,P3,1,subj2to3,test,1161,1161,94,284.000,290.110250,534,336818,0.12222301,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj2to3_seed1,P3,1,subj2to3,train,1111,1111,100,196.000,208.007201,440,231096,0.20352692,0,0,10,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj2to3_seed2,P3,2,subj2to3,competition,50,50,103,213.500,211.340000,346,10567,0.19709030,0,0,14,"{""1"": 50}",120,4,5
2026-02-24,P3_subj2to3_seed2,P3,2,subj2to3,test,1161,1161,90,282.000,289.267011,534,335839,0.12198023,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj2to3_seed2,P3,2,subj2to3,train,1111,1111,106,196.000,207.944194,407,231026,0.20283086,0,0,9,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj2to3_seed3,P3,3,subj2to3,competition,50,50,132,198.500,201.060000,347,10053,0.20669644,0,0,16,"{""1"": 50}",120,4,5
2026-02-24,P3_subj2to3_seed3,P3,3,subj2to3,test,1161,1161,88,284.000,290.307494,534,337047,0.12256054,0,0,0,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj2to3_seed3,P3,3,subj2to3,train,1111,1111,106,197.000,207.814581,413,230882,0.20284451,0,0,10,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj3to2_seed0,P3,0,subj3to2,competition,50,50,174,273.500,282.100000,456,14105,0.11694720,0,0,3,"{""1"": 50}",120,4,5
2026-02-24,P3_subj3to2_seed0,P3,0,subj3to2,test,1161,1161,105,196.000,208.147287,454,241659,0.20261144,0,0,9,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj3to2_seed0,P3,0,subj3to2,train,1111,1111,90,283.000,289.981998,532,322170,0.12336965,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj3to2_seed1,P3,1,subj3to2,competition,50,50,192,294.500,293.840000,423,14692,0.12334615,0,0,0,"{""1"": 50}",120,4,5
2026-02-24,P3_subj3to2_seed1,P3,1,subj3to2,test,1161,1161,100,196.000,208.291128,454,241826,0.20332268,0,0,10,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj3to2_seed1,P3,1,subj3to2,train,1111,1111,88,282.000,289.853285,515,322027,0.12265812,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj3to2_seed2,P3,2,subj3to2,competition,50,50,162,293.500,294.520000,484,14726,0.12062328,0,0,0,"{""1"": 50}",120,4,5
2026-02-24,P3_subj3to2_seed2,P3,2,subj3to2,test,1161,1161,106,197.000,207.752799,454,241201,0.20276219,0,0,9,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj3to2_seed2,P3,2,subj3to2,train,1111,1111,88,283.000,290.517552,515,322765,0.12327637,0,0,0,"{""1"": 1111}",120,4,5
2026-02-24,P3_subj3to2_seed3,P3,3,subj3to2,competition,50,50,178,277.500,284.420000,410,14221,0.12473602,0,0,1,"{""1"": 50}",120,4,5
