snapshot_date,split_id,protocol,seed,subject,partition,label,count
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,RACKETBALL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,RAISE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,SATURDAY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,SHARP,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,SING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,SPECTACULAR,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,STATEMENT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,STAYING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,STIMULUS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,SUNNY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,THOSE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,UNACCEPTABLE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,competition,WONDERFUL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,A,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ABANDONED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ABOARD,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ABOUT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ACCEPT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ACCEPTANCE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ACCIDENT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ACCOMPANIED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ACCORDING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ACCOUNT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ACUTELY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ADDITION,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ADULT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ADVANCE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AFRAID,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AFTER,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AGAIN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AGES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AGREE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AGREEMENT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AHEAD,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AIRPORT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ALGORITHM,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ALL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ALLERGIC,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ALLIGATOR,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ALLOTTED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ALMOST,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ALWAYS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AM,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AMAZING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AMOUNT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AND,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ANIMAL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ANNIVERSARY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ANNOUNCE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ANSWERED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ANY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ANYMORE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ANYTHING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,APARTMENTS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,APPEARS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,APPLE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,APPOINTMENT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ARE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ARGUING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AROUND,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ASK,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ASKED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ASPIRATIONS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ASSAULT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ASSIGNMENT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ASTONISHMENT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ATE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ATHLETES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AVOIDED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AWARE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,AWAY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BACK,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BAD,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BAKING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BALANCE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BALL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BALONEY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BANK,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BARE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BAROQUE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BARRACKS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BASES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BATH,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BATHROOM,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BATMAN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BATTLES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BEARS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BEAUTIFUL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BEEN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BEER,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BEES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BEFORE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BEGINNING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BEHIND,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BELIEVE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BENIGN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BEST,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BETTER,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BETWEEN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BEWARE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BIG,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BIGGEST,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BIKE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BILL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BILLS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BIRD,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BIRTH,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BIRTHDAY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BITE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BITES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BLAST,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BLAZED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BLAZING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BLOCKED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BLOODSHED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BLOW,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BLUES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BONE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BOOKS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BORING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BORROWER,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BOSS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BOYS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BREAK,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BREAKS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BREATHING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BRING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BROKE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BROKEN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BROWN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BROWSER,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BUCKLE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BULLET,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BURGLARS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BURIED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BUS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BUSINESS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BUSY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BUT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,BYPASS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CAKE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CALL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CALLED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CAMERA,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CAMPING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CAN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CANADA,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CANCER,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CANNOT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CAPE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CAPITAL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CAPITALIST,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CAR,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CARD,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CARDS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CARE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CARELESS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CARES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CARPET,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CARS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CAT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CELLS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CENTURY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHALLENGED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHAMBER,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHANCELLOR,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHANGED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHECKS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHEESE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHEMICAL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHEMISTRY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHEVY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHILD,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHILDREN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHILLS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHLORINE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CHOCOLATE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CIRCUMSTANCES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CITY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CLASSICAL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CLAUS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CLOSE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CLOSED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COALITION,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COFFEE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COLD,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COLLAPSE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COME,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COMING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COMMENT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COMMITTED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COMMUNICATE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COMPANIES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COMPLAINTS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COMPLETE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COMPLETELY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COMPLICATED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CONCENTRATE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CONFERENCES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CONFIDENTIAL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CONNECTED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CONSCIENCE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CONSEQUENCES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CONSIDERATION,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CONSTRUCTION,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CONTEST,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CONTRAST,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COOKIES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COOLED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CORONATION,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CORRECT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CORRECTION,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COTTAGE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COTTON,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COUNTRY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COUPON,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COURSE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COURT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COURTS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,COVER,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CREAM,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CRIME,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CROWDED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CROWN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CUPS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CURVE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CUSTODY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,CUT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DAILY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DARING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DASHING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DATE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DAUGHTERS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DAY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DECISION,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DECISIONS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DEED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DELIVERY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DENIAL,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DEPARTMENT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DEPOT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DESERVE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DESERVES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DESIRED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DESTRUCTION,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DETAILS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DETECTOR,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DEWDROP,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DICTION,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DID,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DIFFICULT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DINE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DINOSAURS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DIPLOMACY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DIPPED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DIRECTION,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DISASTER,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DISCHARGED,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DISCOURAGING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DISCOVERING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DISCREET,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DISGUSTING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DISTURBANCE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DO,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DOCTOR,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DOES,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DOG,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DOLPHINS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DOOR,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DOORS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DORMITORY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DOUBLE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DOW,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DOWN,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DREAM,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DREAMERS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DREAMS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DRESS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DRINK,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DRIVE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DRIVERS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DRIVEWAYS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DRIVING,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DROVE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DRUGS,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DRY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DUCK,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,DUE,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,EACH,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,EARLY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,EARTH,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,EAST,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,EASY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,EAT,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,ECONOMY,1
2026-02-26,P3_subj1to4_seed0,P3,0,subj1to4,test,EDITION,1
